file_id,path,first_seen,last_seen,commit_count,touches,bus_factor,sensitivity_score,sensitivity_tags
roadmap.md,roadmap.md,2026-02-16T09:57:29+04:00,2026-02-17T13:35:34+04:00,2,2,1,0.00,
runtime/Cargo.toml,runtime/Cargo.toml,2024-08-23T21:52:12+07:00,2026-02-16T09:57:29+04:00,32,32,5,0.00,
runtime/build.rs,runtime/build.rs,2026-02-12T15:01:52+04:00,2026-02-12T15:01:52+04:00,1,1,1,0.00,
runtime/src/impls.rs,runtime/src/impls.rs,2024-10-22T17:13:17+07:00,2025-03-26T22:03:34+03:00,3,3,2,0.00,
runtime/src/lib.rs,runtime/src/lib.rs,2024-08-22T13:29:16+03:00,2026-02-15T13:30:13+04:00,55,55,9,0.00,
runtime/src/migrations.rs,runtime/src/migrations.rs,2024-08-22T13:29:16+03:00,2025-02-17T02:42:58+07:00,18,18,5,0.00,
runtime/src/mock.rs,runtime/src/mock.rs,2024-09-19T17:52:05+07:00,2026-02-15T13:30:13+04:00,2,2,2,0.00,
runtime/src/tests/liquidity_proxy.rs,runtime/src/tests/liquidity_proxy.rs,2024-09-04T19:20:45+07:00,2024-09-04T19:20:45+07:00,1,1,1,0.00,
runtime/src/tests/mod.rs,runtime/src/tests/mod.rs,2026-02-15T13:30:13+04:00,2026-02-15T13:30:13+04:00,1,1,1,0.00,
runtime/src/tests/sccp_legacy_bridge_checker.rs,runtime/src/tests/sccp_legacy_bridge_checker.rs,2026-02-15T13:30:13+04:00,2026-02-15T13:30:13+04:00,1,1,1,0.00,
runtime/src/tests/sccp_runtime_integration.rs,runtime/src/tests/sccp_runtime_integration.rs,2026-02-15T13:30:13+04:00,2026-02-16T09:57:29+04:00,2,2,1,0.00,
runtime/src/tests/xor_fee.rs,runtime/src/tests/xor_fee.rs,2024-09-25T20:23:24+07:00,2025-10-22T01:12:55+04:00,13,13,4,0.00,
runtime/src/weights/parachain_bridge_app.rs,runtime/src/weights/parachain_bridge_app.rs,2024-09-17T21:38:14-03:00,2024-09-17T21:38:14-03:00,1,1,1,0.00,
runtime/src/xor_fee_impls.rs,runtime/src/xor_fee_impls.rs,2024-09-19T17:52:05+07:00,2025-08-07T18:57:30+09:00,10,10,3,0.00,
